ID,Species,Usage
image_152.jpeg,Adelphocoris_seticornis,Train
image_153.jpeg,Dolycoris_baccarum,Train
image_154.jpg,Lygocoris_pabulinus,Train
image_155.jpeg,Carabus_monilis,Train
image_156.jpeg,Nepa_cinerea,Train
image_157.jpeg,Bembidion_tetracolum,Train
image_158.jpeg,Carabus_convexus,Train
image_159.jpeg,Carabus_auronitens,Train
image_160.jpg,Eresus_annulatus,Train
image_161.jpeg,Carabus_auronitens,Train
image_162.jpeg,Stenodema_laevigatum,Train
image_163.jpeg,Hydrometra_stagnorum,Train
image_164.jpg,Bembidion_tetracolum,Train
image_165.jpeg,Alydus_calcaratus,Train
image_166.jpg,Carabus_auratus,Train
image_167.jpg,Nabis_brevis,Train
image_168.jpeg,Lygus_pratensis,Train
image_169.jpeg,Rhinocoris_iracundus,Train
image_170.jpeg,Carabus_cancellatus,Train
image_171.jpeg,Alydus_calcaratus,Train
image_172.jpg,Eresus_annulatus,Train
image_173.jpeg,Carabus_auratus,Train
image_174.jpg,Agonum_sexpunctatum,Train
image_175.jpg,Leistus_ferrugineus,Train
image_176.jpeg,Carabus_granulatus,Train
image_177.jpeg,Lygus_pratensis,Train
image_178.jpeg,Carabus_monilis,Train
image_179.jpeg,Dolycoris_baccarum,Train
image_180.jpeg,Lygus_pratensis,Train
image_181.jpeg,Carabus_auratus,Train
image_182.jpeg,Carabus_auronitens,Train
image_183.jpeg,Hydrometra_stagnorum,Train
image_184.jpg,Leistus_ferrugineus,Train
image_185.jpg,Carabus_convexus,Train
image_186.jpeg,Stenodema_laevigatum,Train
image_187.jpeg,Bembidion_lampros,Train
image_188.jpeg,Ischnodemus_sabuleti,Train
image_189.jpeg,Agonum_muelleri,Train
image_190.jpg,Carpocoris_purpureipennis,Train
image_191.jpeg,Leistus_ferrugineus,Train
image_192.jpeg,Nebria_brevicollis,Train
image_193.jpeg,Agonum_marginatum,Train
image_194.jpg,Capsodes_gothicus,Train
image_195.jpg,Agonum_marginatum,Train
image_196.jpeg,Carabus_problematicus,Train
image_197.jpeg,Nebria_brevicollis,Train
image_198.jpg,Nepa_cinerea,Train
image_199.jpg,Agonum_sexpunctatum,Train
image_200.jpeg,Hydrometra_stagnorum,Train
image_201.jpg,Carabus_granulatus,Train
image_202.jpeg,Carabus_cancellatus,Train
image_203.jpeg,Alydus_calcaratus,Train
image_204.jpeg,Carabus_monilis,Train
image_205.jpeg,Carabus_cancellatus,Train
image_206.jpg,Bembidion_tetracolum,Train
image_207.jpeg,Lygaeus_equestris,Train
image_208.jpg,Leistus_ferrugineus,Train
image_209.jpeg,Lygocoris_pabulinus,Train
image_210.jpeg,Lygocoris_pabulinus,Train
image_211.jpeg,Carabus_convexus,Train
image_212.jpg,Carabus_convexus,Train
image_213.jpeg,Carabus_convexus,Train
image_214.jpeg,Carabus_auronitens,Train
image_215.jpeg,Nebria_brevicollis,Train
image_216.jpg,Corizus_hyoscyami,Train
image_217.jpeg,Lygaeus_equestris,Train
image_218.jpeg,Eresus_annulatus,Train
image_219.jpeg,Hydrometra_stagnorum,Train
image_220.jpeg,Carabus_monilis,Train
image_221.jpg,Lygus_pratensis,Train
image_222.jpg,Agonum_marginatum,Train
image_223.jpeg,Carabus_convexus,Train
image_224.jpeg,Nebria_brevicollis,Train
image_225.jpeg,Aelia_acuminata,Train
image_226.jpg,Ischnodemus_sabuleti,Train
image_227.jpeg,Graphosoma_lineatum,Train
image_228.jpeg,Lygus_pratensis,Train
image_229.jpeg,Graphosoma_lineatum,Train
image_230.jpeg,Rhinocoris_iracundus,Train
image_231.jpeg,Rhinocoris_iracundus,Train
image_232.jpeg,Bembidion_lampros,Train
image_233.jpg,Rhinocoris_iracundus,Train
image_234.jpeg,Nabis_brevis,Train
image_235.jpeg,Nabis_brevis,Train
image_236.jpg,Carpocoris_purpureipennis,Train
image_237.png,Bembidion_quadrimaculatum,Train
image_238.jpg,Bembidion_tetracolum,Train
image_239.jpeg,Carabus_convexus,Train
image_240.jpeg,Dolycoris_baccarum,Train
image_241.jpg,Carabus_convexus,Train
image_242.jpeg,Coreus_marginatus,Train
image_243.jpg,Coreus_marginatus,Train
image_244.jpeg,Carabus_convexus,Train
image_245.jpg,Bembidion_lampros,Train
image_246.jpeg,Carabus_coriaceus,Train
image_247.jpeg,Bembidion_quadrimaculatum,Train
image_248.jpeg,Dolycoris_baccarum,Train
image_249.jpg,Bembidion_lampros,Train
image_250.jpeg,Lygaeus_equestris,Train
image_251.jpg,Carabus_nemoralis,Train
image_252.jpg,Ilyocoris_cimicoides,Train
image_253.jpg,Bembidion_lampros,Train
image_254.jpeg,Coreus_marginatus,Train
image_255.jpg,Leistus_ferrugineus,Train
image_256.jpeg,Leistus_ferrugineus,Train
image_257.jpg,Bembidion_tetracolum,Train
image_258.jpeg,Dolycoris_baccarum,Train
image_259.jpg,Corizus_hyoscyami,Train
image_260.jpeg,Carabus_cancellatus,Train
image_261.jpeg,Bembidion_quadrimaculatum,Train
image_262.jpeg,Agonum_muelleri,Train
image_263.jpeg,Leistus_ferrugineus,Train
image_264.jpeg,Corizus_hyoscyami,Train
image_265.jpeg,Agonum_marginatum,Train
image_266.jpeg,Nepa_cinerea,Train
image_267.jpeg,Aelia_acuminata,Train
image_268.jpeg,Stenodema_laevigatum,Train
image_269.jpeg,Carabus_monilis,Train
image_270.jpg,Nabis_brevis,Train
image_271.jpeg,Graphosoma_lineatum,Train
image_272.jpeg,Hydrometra_stagnorum,Train
image_273.jpeg,Carabus_auratus,Train
image_274.jpeg,Adelphocoris_seticornis,Train
image_275.jpeg,Lygaeus_equestris,Train
image_276.jpg,Coreus_marginatus,Train
image_277.jpg,Coreus_marginatus,Train
image_278.jpeg,Agonum_sexpunctatum,Train
image_279.jpeg,Coreus_marginatus,Train
image_280.jpeg,Aelia_acuminata,Train
image_281.jpeg,Lygaeus_equestris,Train
image_282.jpeg,Carabus_cancellatus,Train
image_283.jpeg,Adelphocoris_seticornis,Train
image_284.jpg,Ilyocoris_cimicoides,Train
image_285.jpeg,Agonum_sexpunctatum,Train
image_286.jpg,Ischnodemus_sabuleti,Train
image_287.jpg,Alydus_calcaratus,Train
image_288.jpg,Carpocoris_purpureipennis,Train
image_289.jpg,Capsodes_gothicus,Train
image_290.jpeg,Ilyocoris_cimicoides,Train
image_291.jpg,Eresus_annulatus,Train
image_292.jpeg,Nepa_cinerea,Train
image_293.jpeg,Carabus_granulatus,Train
image_294.jpeg,Carabus_cancellatus,Train
image_295.jpeg,Alydus_calcaratus,Train
image_296.jpg,Eresus_annulatus,Train
image_297.jpeg,Leistus_ferrugineus,Train
image_298.jpeg,Carabus_cancellatus,Train
image_299.jpeg,Adelphocoris_seticornis,Train
image_300.jpeg,Leistus_ferrugineus,Train
image_301.jpg,Carabus_monilis,Train
image_302.jpeg,Carabus_monilis,Train
image_303.jpeg,Agonum_sexpunctatum,Train
image_304.jpg,Carpocoris_purpureipennis,Train
image_305.jpeg,Ilyocoris_cimicoides,Train
image_306.jpeg,Carabus_monilis,Train
image_307.jpg,Leistus_ferrugineus,Train
image_308.jpeg,Dolycoris_baccarum,Train
image_309.jpeg,Bembidion_tetracolum,Train
image_310.jpeg,Bembidion_lampros,Train
image_311.jpeg,Nebria_brevicollis,Train
image_312.jpg,Bembidion_lampros,Train
image_313.jpeg,Corizus_hyoscyami,Train
image_314.jpeg,Carabus_monilis,Train
image_315.jpeg,Aelia_acuminata,Train
image_316.jpg,Adelphocoris_seticornis,Train
image_317.jpeg,Carpocoris_purpureipennis,Train
image_318.jpg,Eresus_annulatus,Train
image_319.jpg,Bembidion_tetracolum,Train
image_320.jpeg,Bembidion_lampros,Train
image_321.jpg,Stenodema_laevigatum,Train
image_322.jpeg,Lygus_pratensis,Train
image_323.jpeg,Aelia_acuminata,Train
image_324.jpeg,Bembidion_lampros,Train
image_325.jpeg,Carabus_granulatus,Train
image_326.jpeg,Lygaeus_equestris,Train
image_327.jpeg,Bembidion_lampros,Train
image_328.jpeg,Lygaeus_equestris,Train
image_329.jpg,Stenodema_laevigatum,Train
image_330.jpeg,Lygus_pratensis,Train
image_331.jpeg,Agonum_marginatum,Train
image_332.jpg,Agonum_muelleri,Train
image_333.jpeg,Graphosoma_lineatum,Train
image_334.jpeg,Leistus_ferrugineus,Train
image_335.png,Bembidion_quadrimaculatum,Train
image_336.jpg,Agonum_marginatum,Train
image_337.jpg,Lygaeus_equestris,Train
image_338.jpg,Agonum_muelleri,Train
image_339.jpeg,Rhinocoris_iracundus,Train
image_340.jpeg,Graphosoma_lineatum,Train
image_341.jpeg,Lygus_pratensis,Train
image_342.jpeg,Alydus_calcaratus,Train
image_343.jpeg,Lygus_pratensis,Train
image_344.jpeg,Agonum_marginatum,Train
image_345.jpg,Ilyocoris_cimicoides,Train
image_346.jpeg,Bembidion_tetracolum,Train
image_347.jpeg,Carabus_coriaceus,Train
image_348.jpeg,Stenodema_laevigatum,Train
image_349.jpeg,Bembidion_quadrimaculatum,Train
image_350.jpeg,Nabis_brevis,Train
image_351.jpeg,Alydus_calcaratus,Train
image_352.jpeg,Ilyocoris_cimicoides,Train
image_353.jpg,Carabus_granulatus,Train
image_354.jpeg,Bembidion_quadrimaculatum,Train
image_355.jpeg,Carabus_cancellatus,Train
image_356.jpeg,Lygus_pratensis,Train
image_357.jpeg,Agonum_sexpunctatum,Train
image_358.jpeg,Carabus_nemoralis,Train
image_359.jpeg,Eresus_annulatus,Train
image_360.jpeg,Leistus_ferrugineus,Train
image_361.jpeg,Carabus_cancellatus,Train
image_362.jpeg,Carabus_auronitens,Train
image_363.jpg,Dolycoris_baccarum,Train
image_364.jpeg,Corizus_hyoscyami,Train
image_365.jpeg,Bembidion_lampros,Train
image_366.jpeg,Carabus_coriaceus,Train
image_367.jpeg,Adelphocoris_seticornis,Train
image_368.jpeg,Dolycoris_baccarum,Train
image_369.jpeg,Capsodes_gothicus,Train
image_370.jpeg,Carpocoris_purpureipennis,Train
image_371.jpeg,Graphosoma_lineatum,Train
image_372.jpeg,Carabus_convexus,Train
image_373.jpeg,Lygus_pratensis,Train
image_374.jpg,Rhinocoris_iracundus,Train
image_375.jpeg,Agonum_muelleri,Train
image_376.jpg,Aelia_acuminata,Train
image_377.jpeg,Bembidion_tetracolum,Train
image_378.jpeg,Graphosoma_lineatum,Train
image_379.jpeg,Carpocoris_purpureipennis,Train
image_380.jpeg,Carabus_auronitens,Train
image_381.jpg,Bembidion_lampros,Train
image_382.jpg,Lygus_pratensis,Train
image_383.jpeg,Carabus_problematicus,Train
image_384.jpeg,Rhinocoris_iracundus,Train
image_385.jpeg,Corizus_hyoscyami,Train
image_386.jpeg,Carpocoris_purpureipennis,Train
image_387.jpg,Carabus_granulatus,Train
image_388.jpg,Nabis_brevis,Train
image_389.jpg,Eresus_annulatus,Train
image_390.jpeg,Carabus_granulatus,Train
image_391.jpeg,Hydrometra_stagnorum,Train
image_392.jpeg,Bembidion_lampros,Train
image_393.jpg,Aelia_acuminata,Train
image_394.jpeg,Carabus_problematicus,Train
image_395.jpeg,Aelia_acuminata,Train
image_396.jpeg,Graphosoma_lineatum,Train
image_397.jpeg,Lygaeus_equestris,Train
image_398.jpeg,Dolycoris_baccarum,Train
image_399.jpeg,Nabis_brevis,Train
image_400.jpeg,Bembidion_lampros,Train
image_401.jpeg,Dolycoris_baccarum,Train
image_402.jpeg,Carabus_convexus,Train
image_403.jpeg,Nepa_cinerea,Train
image_404.jpeg,Carabus_monilis,Train
image_405.jpg,Nabis_brevis,Train
image_406.jpeg,Carabus_problematicus,Train
image_407.jpg,Agonum_muelleri,Train
image_408.jpeg,Agonum_muelleri,Train
image_409.jpg,Carabus_granulatus,Train
image_410.jpeg,Stenodema_laevigatum,Train
image_411.jpg,Bembidion_tetracolum,Train
image_412.jpeg,Bembidion_quadrimaculatum,Train
image_413.jpeg,Agonum_sexpunctatum,Train
image_414.jpeg,Dolycoris_baccarum,Train
image_415.jpg,Carabus_convexus,Train
image_416.jpg,Agonum_marginatum,Train
image_417.jpeg,Carabus_monilis,Train
image_418.jpeg,Bembidion_quadrimaculatum,Train
image_419.jpg,Stenodema_laevigatum,Train
image_420.jpeg,Ilyocoris_cimicoides,Train
image_421.jpeg,Capsodes_gothicus,Train
image_422.jpeg,Lygus_pratensis,Train
image_423.jpg,Carabus_convexus,Train
image_424.jpeg,Adelphocoris_seticornis,Train
image_425.jpeg,Graphosoma_lineatum,Train
image_426.jpeg,Adelphocoris_seticornis,Train
image_427.jpeg,Leistus_ferrugineus,Train
image_428.jpg,Carabus_cancellatus,Train
image_429.jpeg,Coreus_marginatus,Train
image_430.jpeg,Carabus_monilis,Train
image_431.jpeg,Agonum_marginatum,Train
image_432.jpeg,Agonum_marginatum,Train
image_433.jpeg,Dolycoris_baccarum,Train
image_434.jpeg,Carabus_auratus,Train
image_435.jpeg,Carabus_problematicus,Train
image_436.jpeg,Carabus_auronitens,Train
image_437.jpeg,Carabus_granulatus,Train
image_438.jpg,Ilyocoris_cimicoides,Train
image_439.jpg,Lygocoris_pabulinus,Train
image_440.jpeg,Nepa_cinerea,Train
image_441.jpg,Carabus_granulatus,Train
image_442.jpeg,Bembidion_lampros,Train
image_443.jpeg,Carabus_coriaceus,Train
image_444.jpeg,Nepa_cinerea,Train
image_445.jpeg,Stenodema_laevigatum,Train
image_446.jpg,Eresus_annulatus,Train
image_447.jpeg,Rhinocoris_iracundus,Train
image_448.jpg,Eresus_annulatus,Train
image_449.jpeg,Leistus_ferrugineus,Train
image_450.jpg,Alydus_calcaratus,Train
image_451.jpeg,Stenodema_laevigatum,Train
image_452.jpeg,Bembidion_quadrimaculatum,Train
image_453.jpeg,Carabus_granulatus,Train
image_454.jpeg,Carabus_nemoralis,Train
image_455.jpeg,Carabus_convexus,Train
image_456.jpeg,Nabis_brevis,Train
image_457.jpeg,Carabus_coriaceus,Train
image_458.jpeg,Ilyocoris_cimicoides,Train
image_459.png,Bembidion_quadrimaculatum,Train
image_460.jpeg,Carabus_coriaceus,Train
image_461.jpg,Bembidion_quadrimaculatum,Train
image_462.jpg,Carabus_granulatus,Train
image_463.jpeg,Carabus_nemoralis,Train
image_464.jpeg,Bembidion_tetracolum,Train
image_465.jpeg,Corizus_hyoscyami,Train
image_466.jpg,Carabus_monilis,Train
image_467.jpeg,Agonum_muelleri,Train
image_468.jpeg,Bembidion_lampros,Train
image_469.jpeg,Ilyocoris_cimicoides,Train
image_470.jpeg,Bembidion_lampros,Train
image_471.jpeg,Stenodema_laevigatum,Train
image_472.jpg,Carabus_monilis,Train
image_473.jpeg,Dolycoris_baccarum,Train
image_474.jpeg,Bembidion_quadrimaculatum,Train
image_475.jpg,Carabus_coriaceus,Train
image_476.jpeg,Graphosoma_lineatum,Train
image_477.jpeg,Carabus_cancellatus,Train
image_478.jpeg,Bembidion_lampros,Train
image_479.jpeg,Lygus_pratensis,Train
image_480.jpg,Eresus_annulatus,Train
image_481.jpg,Carabus_convexus,Train
image_482.jpg,Carpocoris_purpureipennis,Train
image_483.jpeg,Ilyocoris_cimicoides,Train
image_484.jpeg,Ilyocoris_cimicoides,Train
image_485.jpeg,Nepa_cinerea,Train
image_486.jpeg,Ilyocoris_cimicoides,Train
image_487.jpeg,Bembidion_quadrimaculatum,Train
image_488.jpeg,Carabus_granulatus,Train
image_489.jpeg,Stenodema_laevigatum,Train
image_490.jpeg,Alydus_calcaratus,Train
image_491.jpeg,Nepa_cinerea,Train
image_492.jpg,Capsodes_gothicus,Train
image_493.jpeg,Carabus_monilis,Train
image_494.jpg,Dolycoris_baccarum,Train
image_495.jpeg,Bembidion_tetracolum,Train
image_496.jpeg,Carabus_cancellatus,Train
image_497.jpg,Lygus_pratensis,Train
image_498.jpg,Agonum_marginatum,Train
image_499.jpeg,Carabus_auratus,Train
image_500.jpg,Carabus_nemoralis,Train
image_501.jpg,Bembidion_lampros,Train
image_502.jpeg,Capsodes_gothicus,Train
image_503.jpeg,Graphosoma_lineatum,Train
image_504.jpg,Bembidion_quadrimaculatum,Train
image_505.jpeg,Carabus_monilis,Train
image_506.jpeg,Capsodes_gothicus,Train
image_507.jpeg,Lygocoris_pabulinus,Train
image_508.jpg,Carabus_monilis,Train
image_509.jpg,Agonum_muelleri,Train
image_510.jpg,Leistus_ferrugineus,Train
image_511.jpeg,Carabus_problematicus,Train
image_512.jpg,Agonum_sexpunctatum,Train
image_513.jpeg,Carabus_convexus,Train
image_514.jpeg,Ilyocoris_cimicoides,Train
image_515.jpeg,Adelphocoris_seticornis,Train
image_516.jpg,Agonum_marginatum,Train
image_517.jpeg,Ilyocoris_cimicoides,Train
image_518.jpeg,Bembidion_lampros,Train
image_519.jpg,Hydrometra_stagnorum,Train
image_520.jpeg,Carabus_coriaceus,Train
image_521.jpeg,Agonum_sexpunctatum,Train
image_522.jpeg,Carabus_coriaceus,Train
image_523.jpg,Eresus_annulatus,Train
image_524.jpeg,Leistus_ferrugineus,Train
image_525.jpeg,Leistus_ferrugineus,Train
image_526.png,Carabus_auratus,Train
image_527.jpeg,Lygocoris_pabulinus,Train
image_528.jpeg,Carabus_coriaceus,Train
image_529.jpeg,Carabus_cancellatus,Train
image_530.jpg,Ilyocoris_cimicoides,Train
image_531.jpg,Capsodes_gothicus,Train
image_532.jpg,Eresus_annulatus,Train
image_533.jpg,Lygocoris_pabulinus,Train
image_534.jpg,Agonum_marginatum,Train
image_535.jpeg,Ilyocoris_cimicoides,Train
image_536.jpeg,Agonum_sexpunctatum,Train
image_537.jpeg,Nebria_brevicollis,Train
image_538.jpeg,Carabus_auronitens,Train
image_539.jpg,Stenodema_laevigatum,Train
image_540.jpg,Alydus_calcaratus,Train
image_541.jpeg,Aelia_acuminata,Train
image_542.jpeg,Bembidion_lampros,Train
image_543.jpeg,Ischnodemus_sabuleti,Train
image_544.jpeg,Alydus_calcaratus,Train
image_545.jpeg,Lygocoris_pabulinus,Train
image_546.jpeg,Nepa_cinerea,Train
image_547.jpeg,Hydrometra_stagnorum,Train
image_548.jpeg,Graphosoma_lineatum,Train
image_549.jpeg,Ilyocoris_cimicoides,Train
image_550.jpeg,Leistus_ferrugineus,Train
image_551.jpg,Hydrometra_stagnorum,Train
image_552.jpeg,Carabus_problematicus,Train
image_553.jpg,Alydus_calcaratus,Train
image_554.jpeg,Coreus_marginatus,Train
image_555.jpeg,Nepa_cinerea,Train
image_556.jpeg,Bembidion_lampros,Train
image_557.jpeg,Carabus_auronitens,Train
image_558.jpeg,Graphosoma_lineatum,Train
image_559.jpg,Carabus_convexus,Train
image_560.jpeg,Carabus_nemoralis,Train
image_561.jpeg,Hydrometra_stagnorum,Train
image_562.jpeg,Carabus_auronitens,Train
image_563.jpeg,Bembidion_lampros,Train
image_564.jpeg,Bembidion_lampros,Train
image_565.jpg,Agonum_muelleri,Train
image_566.jpeg,Dolycoris_baccarum,Train
image_567.jpeg,Carabus_monilis,Train
image_568.jpg,Bembidion_lampros,Train
image_569.jpg,Ilyocoris_cimicoides,Train
image_570.jpeg,Capsodes_gothicus,Train
image_571.jpeg,Nepa_cinerea,Train
image_572.jpeg,Bembidion_lampros,Train
image_573.jpeg,Alydus_calcaratus,Train
image_574.jpeg,Carabus_granulatus,Train
image_575.jpeg,Bembidion_quadrimaculatum,Train
image_576.jpeg,Hydrometra_stagnorum,Train
image_577.jpg,Lygus_pratensis,Train
image_578.jpeg,Rhinocoris_iracundus,Train
image_579.jpeg,Alydus_calcaratus,Train
image_580.jpeg,Lygaeus_equestris,Train
image_581.jpeg,Carabus_granulatus,Train
image_582.jpeg,Ilyocoris_cimicoides,Train
image_583.jpeg,Graphosoma_lineatum,Train
image_584.jpg,Eresus_annulatus,Train
image_585.jpeg,Dolycoris_baccarum,Train
image_586.jpeg,Carabus_coriaceus,Train
image_587.jpeg,Nabis_brevis,Train
image_588.jpg,Adelphocoris_seticornis,Train
image_589.jpeg,Agonum_muelleri,Train
image_590.jpeg,Hydrometra_stagnorum,Train
image_591.jpeg,Ilyocoris_cimicoides,Train
image_592.jpeg,Ischnodemus_sabuleti,Train
image_593.jpeg,Aelia_acuminata,Train
image_594.jpeg,Leistus_ferrugineus,Train
image_595.jpeg,Bembidion_quadrimaculatum,Train
image_596.jpeg,Agonum_sexpunctatum,Train
image_597.jpeg,Rhinocoris_iracundus,Train
image_598.jpeg,Hydrometra_stagnorum,Train
image_599.jpeg,Dolycoris_baccarum,Train
image_600.jpeg,Carabus_convexus,Train
image_601.jpg,Aelia_acuminata,Train
image_602.jpg,Leistus_ferrugineus,Train
image_603.jpeg,Adelphocoris_seticornis,Train
image_604.jpg,Eresus_annulatus,Train
image_605.jpeg,Carabus_monilis,Train
image_606.jpeg,Graphosoma_lineatum,Train
image_607.jpg,Leistus_ferrugineus,Train
image_608.jpg,Nabis_brevis,Train
image_609.jpeg,Leistus_ferrugineus,Train
image_610.jpeg,Ilyocoris_cimicoides,Train
